System,3wrobotNI
Controller,kinematic
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,6
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[100, 100, 10, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,40.92979999999999,4.09298,4.242640687119285,-1.57
0.0011,-2.9999969953635515,-2.998000390202108,1.5685730989583333,40.89681975723615,8.182661975723615,4.241224859853852,-1.5685730989583333
0.006982577276022353,-2.999908464541848,-2.985053838735632,1.5593450814256535,40.68310859749307,12.250972835472922,4.2320204649529,-1.5593450814256535
0.05698257727602236,-2.9943384571343654,-2.8748707623545684,1.4813357725869694,38.85060073452156,16.136032908925078,4.151017308578097,-1.4813357725869694
0.10698257727602237,-2.980308162320612,-2.764885741766454,1.4069134727845278,37.01247085464183,19.837279994389263,4.065320394190143,-1.4069134727845278
0.15698257727602238,-2.958234297849686,-2.655668760576937,1.3362286350185977,35.17846738384427,23.35512673277369,3.975390135178995,-1.3362286350185977
0.20698257727602237,-2.9285492931010415,-2.5477048833878846,1.2690950718455574,33.35560687268753,26.690687420042444,3.881649280262333,-1.2690950718455574
0.25698257727602236,-2.891691089966684,-2.4414029711402154,1.2053343710252773,31.55031354651976,29.84571877469442,3.7844848826868076,-1.2053343710252773
0.30698257727602235,-2.848095923820616,-2.3371032809426917,1.1447770763635043,29.768433383288148,32.82256211302323,3.6842505529723004,-1.1447770763635043
0.35698257727602234,-2.798192742499352,-2.235084790746371,1.0872622452910112,28.015251672074086,35.62408728023064,3.58126885977607,-1.0872622452910112
0.40698257727602233,-2.7423989945834304,-2.1355721330476523,1.0326370211661042,26.295519596849424,38.253639239915586,3.4758337965072363,-1.0326370211661042
0.4569825772760223,-2.6811175523222324,-2.0387420606694118,0.9807562270291048,24.613486592338568,40.71498789914944,3.3682132532416826,-0.9807562270291048
0.5069825772760224,-2.6147345643233857,-1.9447294036015728,0.931481979766869,22.97293594746068,43.01228149389551,3.258651453454317,-0.931481979766869
0.5569825772760224,-2.5436180614229484,-1.8536325024231823,0.884683323662096,21.37722175920496,45.150003669816,3.1473713311963474,-0.884683323662096
0.6069825772760225,-2.468117165246558,-1.7655181228919627,0.8402358823535137,19.829305843278107,47.13293425414381,3.0345768376570508,-0.8402358823535137
0.6569825772760225,-2.388561772496108,-1.6804258695108183,0.7980215282819577,18.33179360710482,48.966113614854294,2.9204551775281433,-0.7980215282819577
0.7069825772760225,-2.305262608832437,-1.5983721246097065,0.7579280687438358,16.88696820360008,50.6548104352143,2.805178986162965,-0.7579280687438358
0.7569825772760226,-2.2185115644173328,-1.5193535448058428,0.719848947717603,15.496822526195324,52.204492687833834,2.688908469168767,-0.719848947717603
0.8069825772760226,-2.1285822388754596,-1.44335014949656,0.683682962670796,14.163088790308244,53.62080156686466,2.571793537924031,-0.683682962670796
0.8569825772760227,-2.035730636844033,-1.370328036984726,0.6493339955949855,12.88726558513435,54.90952812537809,2.453975989029197,-0.6493339955949855
0.9069825772760227,-1.9401959666280442,-1.300241763472194,0.616710757553823,11.670642381759244,56.07659236355401,2.3355917948984604,-0.616710757553823
0.9569825772760228,-1.8422015040108493,-1.2330364188946286,0.5857265460652671,10.514321556931744,57.12802451924719,2.216773599558675,-0.5857265460652671
1.0069825772760228,-1.7419554912168644,-1.1686494317244336,0.5562990146731887,9.419238042753578,58.069948323522546,2.0976535528181075,-0.5562990146731887
1.0569825772760228,-1.6439817457070938,-1.1096124581228257,0.5283499540959455,8.426138922865421,58.91256221580909,1.9834101410045082,-0.5283499540959455
1.106982577276023,-1.5495694792484214,-1.0561708231394649,0.5018050843702884,7.536941442738382,59.666256360082926,1.8752766139077506,-0.5018050843702884
1.156982577276023,-1.4588400833356263,-1.0078699072601123,0.47659385743818045,6.742315687310018,60.34048792881393,1.7731373716402248,-0.47659385743818045
1.206982577276023,-1.3717959833586617,-0.9642416284050309,0.45264926965186725,6.032954998449023,60.94378342865883,1.6767784999540467,-0.45264926965186725
1.256982577276023,-1.2884068754800506,-0.924853131105167,0.42990768369889354,5.400332414805291,61.48381667013936,1.5859841080223023,-0.42990768369889354
1.306982577276023,-1.2086156274951694,-0.8893056623525278,0.4083086594737986,4.836664515038202,61.967483121643184,1.5005386686512983,-0.4083086594737986
1.3569825772760231,-1.1323430697871644,-0.8572329689780402,0.38779479344699946,4.334867985245051,62.40096992016769,1.4202285699132815,-0.38779479344699946
1.4069825772760232,-1.059492163699066,-0.8282995436045778,0.36831156610395444,3.8885143772024566,62.78982135788794,1.3448434031050904,-0.36831156610395444
1.4569825772760232,-0.9899516127230774,-0.8021987848529407,0.3498071970491465,3.4917843221198734,63.13899979009992,1.2741770230044789,-0.3498071970491465
1.5069825772760232,-0.9235989761411248,-0.7786511224952898,0.33223250738979876,3.1394221565172438,63.452942005751645,1.2080284099689498,-0.33223250738979876
1.5569825772760233,-0.860303340634933,-0.7574021468267802,0.31554078903358,2.826691678938751,63.73561117364552,1.1462023599371278,-0.31554078903358
1.6069825772760233,-0.7999276009959895,-0.7382207721194617,0.2996876805529339,2.5493335621981004,63.99054452986533,1.0885100253207836,-0.2996876805529339
1.6569825772760234,-0.7423303966001678,-0.7208974563292235,0.28463104928611754,2.303524788952446,64.22089700876057,1.0347693270765745,-0.28463104928611754
1.7069825772760234,-0.6873677459134201,-0.7052424929825076,0.2703308793616113,2.085840352733401,64.42948104403392,0.9848052558908682,-0.27033087936161126
1.7569825772760235,-0.6348944170620273,-0.6910843861432444,0.2567491653483019,1.8932173669891323,64.61880278073284,0.93845007836726,-0.25674916534830183
1.8069825772760235,-0.5847650684962872,-0.6782683153513085,0.24384981124879487,1.722921646778085,64.79109494541065,0.8955434623417055,-0.2438498112487949
1.8569825772760236,-0.5368351900369608,-0.6666546942592793,0.23159853456741206,1.5725167677074516,64.94834662218139,0.8559325339300715,-0.23159853456741208
