System,3wrobotNI
Controller,LQR
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,6
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[100, 100, 10, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,1064.45022003619,106.44502200361902,20.015920192851343,-25.36431073121436
0.0011,-2.999995852943372,-2.9980003856697484,1.5674188541666667,1063.3419494896755,212.77921695258658,20.067435251033157,-25.302079136717538
0.006478960782457918,-2.99986544392764,-2.986163021028611,1.5521426055444862,1056.749079498743,318.4541249024609,20.369573277204772,-24.929983053856095
0.05647896078245792,-2.9899875694569134,-2.8763529140645137,1.4101426055444863,993.8910066853817,417.84322557099904,22.941729334385307,-21.17465768113998
0.10647896078245792,-2.964542509760272,-2.768512103636124,1.2681426055444864,932.3999098045841,511.08321655145744,25.052065156204506,-16.933179972637028
0.15647896078245793,-2.9238921903433552,-2.6648491575607562,1.1261426055444863,878.463597273956,598.929576278853,26.658099386016676,-12.283752303668763
0.20647896078245792,-2.8687127319334595,-2.567510384892871,0.9841426055444864,838.0941897904553,682.7389952578985,27.72750232908937,-7.3136615588815115
0.2564789607824579,-2.799984302484553,-2.478534876983469,0.8421426055444865,816.6027764459054,764.3992729024891,28.238746753902113,-2.117476520821832
0.3064789607824579,-2.7200537144892203,-2.398538191464236,0.7329760292727653,815.3674521617871,845.9360181186678,28.24541642456635,1.9684947649198696
0.3564789607824579,-2.6357451779223076,-2.3186666138438707,0.8127798046280088,813.4326676329537,927.2792848819631,28.27366878326121,-1.0238860520038635
0.4064789607824579,-2.5555196742924817,-2.23557006962566,0.7752226541882754,812.1920193663383,1008.4984868185969,28.28280696940621,0.38134602682748664
0.45647896078245787,-2.4736717496593763,-2.1549040810896076,0.787885903087059,811.3871567650945,1089.6372024951063,28.284183723968482,-0.09316712858113765
0.5064789607824579,-2.392452273600719,-2.0733054536921025,0.7853900415068695,810.6392609428375,1170.70112858939,28.284271246529006,0.00030421236185418365
0.556478960782458,-2.3106930243883324,-1.9916159268211562,0.7849792759618106,809.9221345241652,1251.6933420418065,28.28426876598828,0.015690152673977966
0.606478960782458,-2.228631537135123,-1.9095702749978227,0.7856936653779413,809.2306243447349,1332.61640447628,28.284270012550515,-0.011068088680673327
0.656478960782458,-2.1462700061234976,-1.8271855851372307,0.7852622060542478,808.5617299793558,1413.4725774742155,28.28427098605301,0.005092435563380349
0.7064789607824581,-2.0635821410478674,-1.7445113159339443,0.7854431796099505,807.9186131944886,1494.2644387936643,28.284271218803454,-0.0016861156762339204
0.7564789607824581,-1.9806081349037363,-1.6615317119785216,0.7853897656612151,807.3003333404839,1574.9944721277127,28.284271246464584,0.0003145444018315402
0.8064789607824582,-1.8973477537061505,-1.5782729372767563,0.7853963752898051,806.7077214312815,1655.665244270841,28.284271247416708,6.697507784636514e-05
0.8564789607824582,-1.8138191749918968,-1.4947441889313624,0.7854008522893146,806.1410546930483,1736.2793497401458,28.284271247359648,-0.00010071468406280815
0.9064789607824583,-1.7300358679806387,-1.4109607254114738,0.785396580766266,805.6006820637432,1816.8394179465201,28.28427124742649,5.92787832687236e-05
0.9564789607824583,-1.6460126922826,-1.326937689044876,0.785398815568534,805.0869727135157,1897.3481152178717,28.28427124745588,-2.442761393339765e-05
1.0064789607824582,-1.5617655012464706,-1.2426904267863779,0.7853979756623037,804.6002409579052,1977.8081393136622,28.28427124746139,7.031777329302713e-06
1.0564789607824583,-1.4773103012062911,-1.1582352529682856,0.7853981838815486,804.140804934513,2058.2222198071136,28.284271247461888,-7.672491442178853e-07
1.1064789607824583,-1.3926638372400424,-1.073588782765495,0.7853981810615297,803.7089557408507,2138.5931153811985,28.28427124746189,-6.616229875078261e-07
1.1564789607824584,-1.3078432482818538,-0.9887681936992863,0.7853981474990112,803.3049667530414,2218.9236120565024,28.284271247461874,5.954892792203736e-07
1.2064789607824584,-1.2228661302115111,-0.9037910767737499,0.7853981715444479,802.9290901707396,2299.2165210735766,28.2842712474619,-3.051526974742292e-07
1.2564789607824585,-1.137750469302772,-0.8186754150784119,0.7853981603913012,802.581555835996,2379.474676657176,28.284271247461856,1.125977426852387e-07
1.3064789607824585,-1.0525145949871146,-0.7334395411197929,0.7853981641173777,802.2625708093389,2459.70093373811,28.28427124746192,-2.6965563701084688e-08
1.3564789607824586,-0.9671771395115332,-0.648102085527862,0.7853981634051302,801.9723182075383,2539.898165558864,28.28427124746188,-2.8772006999133737e-10
1.4064789607824586,-0.8817569879098859,-0.5626819339469019,0.7853981632691656,801.7109566193852,2620.0692612208027,28.28427124746191,4.804924458312598e-09
1.4564789607824586,-0.7962732322945015,-0.4771981783368784,0.7853981634862032,801.4786194370837,2700.217123164511,28.28427124746189,-3.3243822441609572e-09
1.5064789607824587,-0.7107451236771246,-0.3916700697121996,0.7853981633570317,801.2754143493437,2780.3446645994454,28.2842712474619,1.5138397202463239e-09
1.5564789607824587,-0.6251920239181652,-0.30611696995745263,0.7853981634106745,801.1014229411555,2860.454806893561,28.2842712474619,-4.95404606226657e-10
1.6064789607824588,-0.539633357363665,-0.22055830340124172,0.785398163395061,800.9567004006404,2940.550476933625,28.284271247461852,8.942890872276621e-11
1.6564789607824588,-0.45408856226098626,-0.1350135082990449,0.7853981633968672,800.8412753448679,3020.634604468112,28.284271247461923,2.177102942368947e-11
1.7064789607824589,-0.36857704219150145,-0.049501988229513655,0.7853981633982641,800.7551497579373,3100.7101194439056,28.284271247461877,-3.05583638483277e-11
1.756478960782459,-0.28311811756470684,0.035956936397330594,0.7853981633969747,800.6982990448369,3180.7799493483894,28.28427124746192,1.7730120473928703e-11
1.806478960782459,-0.197730977329098,0.12134407663289663,0.7853981633976411,800.670672199397,3260.8470165683293,28.284271247461888,-7.231245833323614e-12
1.856478960782459,-0.11243463100970318,0.20664042295231289,0.7853981633973933,800.6721920857167,3340.914235776901,28.28427124746191,2.05702122002549e-12
